,src,dest,total_voltage
1106,39053,39087,138.0
1107,24003,24005,345.0
1108,13123,13213,230.0
1109,54073,54051,765.0
1110,45047,45001,469.0
1111,36073,36055,345.0
1112,34001,34009,276.0
1113,40105,40147,276.0
1114,19181,19153,345.0
1115,21043,21063,69.0
1116,37001,37081,300.0
1117,17197,17063,1041.0
1118,46093,46081,135.7628595569597
1119,21027,21163,69.0
1120,72057,72069,230.0
1121,29037,29101,161.0
1122,47125,21177,161.0
1123,29189,17163,138.0
1124,37169,37067,860.0
1125,13057,13015,615.0
1126,40075,40141,195.97699408284024
1127,47003,47149,161.0
1128,37117,37187,460.0
1129,22033,22047,920.0
1130,12095,12117,874.0
1131,12023,12041,230.0
1132,45061,45085,460.0
1133,13233,13015,230.0
1134,72023,72125,115.0
1135,51107,51153,230.0
1136,44007,44003,920.0
1137,39041,39049,1173.0
1138,20177,20139,575.0
1139,26017,26145,1092.9769940828403
1140,23005,23001,575.0
1141,17197,18089,345.0
1142,12101,12103,356.97699408284024
1143,29071,29099,345.0
1144,72021,72137,460.0
1145,17063,17105,345.0
1146,39115,39121,276.0
1147,12115,12015,338.0
1148,29189,29183,897.0
1149,37057,37159,800.0
1150,39083,39117,138.0
1151,36099,36069,115.0
1152,47139,47011,230.0
1153,23019,23029,66.7628595569597
1154,19041,19021,161.0
1155,12069,12083,207.0
1156,55075,55083,483.0
1157,13205,13275,230.0
1158,12007,12019,115.0
1159,26051,26111,307.0
1160,05085,05145,115.0
1161,51059,51153,690.0
1162,05045,05119,891.0
1163,29135,29131,161.0
1164,12131,12059,115.0
1165,42099,42043,230.0
1166,13143,13045,345.0
1167,12009,12095,1150.0
1168,37057,37167,200.0
1169,18097,18145,483.0
1170,20193,20171,345.0
1171,72151,72069,230.0
1172,29031,29201,506.0
1173,13001,13127,500.0
1174,13261,13093,115.0
1175,39159,39041,966.0
1176,01101,01109,230.0
1177,18109,18097,414.0
1178,54079,54053,345.0
1179,01037,01123,356.97699408284024
1180,27011,27151,115.0
1181,25005,44001,230.0
1182,13057,13085,126.97699408284024
1183,25005,44007,575.0
1184,01043,01071,500.0
1185,40035,40115,207.0
1186,37175,45045,126.97699408284024
1187,23015,23023,230.0
1188,31035,31001,184.0
1189,46065,46017,460.0
1190,21231,21053,69.0
1191,40101,40107,161.0
1192,36033,36089,235.7628595569597
1193,01115,01015,115.0
1194,51161,51770,138.0
1195,05055,05031,322.0
1196,22031,48419,126.97699408284024
1197,09009,09003,575.0
1198,01027,01037,126.97699408284024
1199,55101,55079,644.0
1200,18041,18047,207.0
1201,42079,42107,69.0
1202,34003,34017,1150.0
1203,29069,05055,161.0
1204,51053,51800,500.0
1205,13229,13127,460.0
1206,27097,27035,115.0
1207,40013,40029,138.0
1208,21127,21115,207.0
1209,01125,01127,460.0
1210,34013,34039,966.0
1211,01071,47051,161.0
1212,29207,29201,322.0
1213,47149,47119,661.0
1214,05121,05135,161.0
1215,29207,29023,230.0
1216,29039,29217,161.0
1217,51083,51143,115.0
1218,54009,42125,276.0
1219,01089,01071,661.0
1220,29075,29147,69.0
1221,29043,29213,330.0
1222,39153,39151,276.0
1223,21191,21023,238.0
1224,13149,13097,500.0
1225,40017,40109,690.0
1226,28117,28081,161.0
1227,54099,54011,138.0
1228,12111,12085,460.0
1229,51085,51036,730.0
1230,51740,51550,629.0
1231,12115,12081,296.7628595569597
1232,45021,37045,1047.4797072796
1233,13217,13035,115.0
1234,36065,36049,230.0
1235,47055,01083,126.97699408284024
1236,42043,42075,460.0
1237,39081,54009,391.95398816568047
1238,29073,29071,138.0
1239,51085,51033,615.0
1240,37023,37035,469.0
1241,51810,51550,230.0
1242,51019,51031,529.0
1243,55075,26109,276.0
1244,05085,05035,500.0
1245,50027,50021,115.0
1246,72059,72111,399.0
1247,26005,26139,1066.0
1248,51147,51135,115.0
1249,13169,13207,230.0
1250,12075,12083,69.0
1251,72031,72007,230.0
1252,19103,19183,345.0
1253,36115,50021,169.0
1254,13141,13301,284.0
1255,39061,21117,207.0
1256,45047,13105,230.0
1257,46117,46065,115.0
1258,21239,21073,138.0
1259,18109,18081,138.0
1260,51019,51770,138.0
1261,54067,54101,138.0
1262,51015,51163,169.0
1263,13009,13289,230.0
1264,13057,13067,575.0
1265,21109,21125,230.0
1266,36107,36007,345.0
1267,22001,22055,583.0
1268,29510,17119,138.0
1269,29047,29049,69.0
1270,47165,47147,230.0
1271,13077,13045,230.0
1272,29185,29083,322.0
1273,26111,26129,345.0
1274,42059,54051,500.0
1275,37069,37183,399.0
1276,45073,45045,460.0
1277,05067,05147,161.0
1278,13121,13113,230.0
1279,50027,33019,181.7628595569597
1280,26007,26141,138.0
1281,21171,21009,69.0
1282,21019,39087,207.0
1283,38043,38093,230.0
1284,27023,27173,460.0
1285,18165,18167,897.0
1286,17129,17125,207.0
1287,45071,45081,299.0
1288,09011,09003,345.0
1289,27053,27123,345.0
1290,29065,29161,161.0
1291,05149,05071,161.0
1292,21099,21009,207.0
1293,12095,12069,897.0
1294,39117,39139,138.0
1295,29143,29201,629.0
1296,22053,22003,69.0
1297,37155,45033,115.0
1298,29077,29097,161.0
1299,50027,50021,437.0
1300,38057,38025,460.0
1301,13197,13249,230.02060002765106
1302,39129,39049,514.0
1303,29149,29091,161.0
1304,01015,01027,115.0
1305,29097,29145,552.0
1306,29077,29043,483.0
1307,31133,31067,115.0
1308,05049,29149,161.0
1309,12053,12103,230.0
1310,21169,21009,460.0
1311,37009,37189,235.7628595569597
1312,13143,13045,586.9769940828403
1313,31169,31129,284.0
1314,28023,28067,460.0
1315,51165,51171,115.0
1316,21071,21153,69.0
1317,26121,26123,207.0
1318,12086,12087,276.0
1319,10005,10001,575.0
1320,21103,21185,69.0
1321,13207,13153,500.0
1322,31177,31021,161.0
1323,05005,05129,161.0
1324,54023,54031,126.97699408284024
1325,21179,21229,69.0
1326,42003,42125,552.0
1327,18035,18053,276.0
1328,05119,05069,230.0
1329,37149,45083,193.73985363979995
1330,05095,05077,115.0
1331,01033,01077,644.0
1332,36031,36113,66.7628595569597
1333,40101,40091,368.0
1334,01095,01103,161.0
1335,28035,28131,184.0
1336,22067,22073,230.0
1337,01115,01073,345.0
1338,20113,20159,115.0
1339,12077,12129,230.0
1340,40017,40051,345.0
1341,42095,42107,230.0
1342,37063,37135,560.0
1343,17145,17157,207.0
1344,24033,24027,690.0
1345,13313,13129,345.0
1346,51093,51181,730.0
1347,50005,33009,296.7628595569597
1348,28051,28089,230.0
1349,36043,36035,230.0
1350,39061,39025,476.0
1351,21227,21177,161.0
1352,38065,38057,877.5257191139194
1353,45089,45015,805.0
1354,39131,39145,193.73985363979995
1355,20037,20099,230.0
1356,05011,05139,115.0
1357,13291,37039,322.0
1358,21139,21157,322.0
1359,55051,55099,115.0
1360,27145,27009,115.0
1361,25005,25023,514.0
1362,34021,34025,629.0
1363,13259,13307,126.97699408284024
1364,12133,12005,345.0
1365,21067,21113,483.0
1366,42045,42101,667.0
1367,21195,21071,92.0
1368,37019,37061,230.0
1369,05107,05077,115.0
1370,18035,18179,345.0
1371,38017,38077,271.6
1372,13233,13115,230.0
1373,28017,28025,161.0
1374,36079,36027,460.0
1375,51069,51107,500.0
1376,36117,36011,284.0
1377,05071,05047,322.0
1378,37089,37021,66.7628595569597
1379,45047,45071,530.0
1380,12033,12113,629.0
1381,45083,45087,200.0
1382,13015,13067,115.0
1383,01051,01101,460.0
1384,05047,05033,483.0
1385,47065,47011,1049.7628595569597
1386,37101,37183,974.0
1387,37159,37167,100.0
1388,48037,05057,345.0
1389,40089,48037,345.0
1390,40065,48487,138.0
1391,22017,48315,483.0
1392,22115,48351,138.0
1393,48037,05091,207.0
1394,40121,48147,690.0
1395,48037,05081,138.0
1396,48361,22019,494.97699408284024
1397,27023,27173,138.0
1398,12055,12093,338.0
1399,47019,47091,322.0
1400,23003,23019,307.0
1401,13001,13161,115.0
1402,13115,13129,115.0
1403,13313,13047,276.0
1404,12123,12079,115.0
1405,01063,01091,230.0
1406,12069,12119,966.0
1407,26079,26039,69.0
1408,36081,36059,545.0
1409,36071,36111,575.0
1410,18039,18183,138.0
1411,40061,40091,161.0
1412,20069,20055,345.0
1413,21135,21161,69.0
1414,40079,05033,161.0
1415,12131,12059,115.0
1416,13029,13109,115.0
1417,05135,05065,161.0
1418,05005,05065,161.0
1419,13315,13081,230.0
1420,21017,21067,207.0
1421,05003,05043,115.0
1422,39061,39165,138.0
1423,40139,40025,138.0
1424,42073,39099,207.0
1425,40101,40021,161.0
1426,12105,12101,230.0
1427,21069,21161,414.0
1428,21017,21067,69.0
1429,13021,13207,115.0
1430,21183,21059,138.0
1431,18141,18039,276.0
1432,21101,21177,161.0
1433,01049,01019,193.73985363979995
1434,12041,12029,138.0
1435,21033,21143,391.0
1436,21145,21157,161.0
1437,12071,12015,920.0
1438,21071,21119,276.0
1439,54045,54059,138.0
1440,51165,51660,507.0
1441,51153,51683,920.0
1442,37141,37061,296.7628595569597
1443,05019,05099,115.0
1444,45089,45041,770.9769940828403
1445,47065,13047,713.0
1446,20061,20041,399.0
1447,13059,13013,115.0
1448,13103,13051,744.0
1449,13069,13155,345.0
1450,13069,13005,345.0
1451,13031,13043,115.0
1452,13233,13223,115.0
1453,12065,12079,230.0
1454,12123,12029,69.0
1455,12053,12017,529.0
1456,01045,01031,640.9769940828403
1457,21183,21177,667.0
1458,21015,21117,759.0
1459,18173,18163,414.0
1460,05093,05031,669.0
1461,21033,21047,161.0
1462,21141,21227,230.0
1463,21065,21129,230.0
1464,21235,21121,69.0
1465,21237,21153,69.0
1466,21197,21173,69.0
1467,39087,39145,276.0
1468,21221,21047,238.0
1469,21221,21047,161.0
1470,12113,12091,460.0
1471,21141,21213,69.0
1472,01077,47099,161.0
1473,01103,01083,1388.7628595569597
1474,42055,42057,138.0
1475,13095,13177,230.0
1476,21015,21117,483.0
1477,21089,39087,69.0
1478,17119,17163,414.0
1479,17075,18111,138.0
1480,17055,17065,207.0
1481,42127,42069,299.0
1482,17047,17191,207.0
1483,12113,01053,230.0
1484,42097,42093,606.0
1485,42037,42093,238.0
1486,42005,42063,514.0
1487,42019,42007,445.0
1488,39035,39085,966.0
1489,42023,42047,169.0
1490,51107,51059,730.0
1491,36117,36055,230.0
1492,36119,36005,138.0
1493,36119,36005,138.0
1494,36081,36005,276.0
1495,37017,37155,230.0
1496,40057,48075,169.0
1497,36071,36111,115.0
1498,36047,36081,345.0
1499,36071,36087,859.0
1500,36119,36059,345.0
1501,36119,36059,345.0
1502,36047,36081,138.0
1503,36119,36061,690.0
1504,34039,34017,345.0
1505,34003,34031,460.0
1506,36047,36061,345.0
1507,34013,34039,230.0
1508,34023,34039,690.0
1509,25025,25017,230.0
1510,33015,33011,1265.0
1511,26097,26047,138.0
1512,38059,38015,345.0
1513,19195,19033,230.0
1514,13267,13279,115.0
1515,13245,13033,805.0
1516,22119,05027,115.0
1517,13189,13033,500.0
1518,21207,21057,161.0
1519,05005,05009,161.0
1520,05009,29213,322.0
1521,13269,13249,230.0
1522,13207,13293,115.0
1523,13021,13207,115.0
1524,20149,20161,345.0
1525,25011,50003,345.0
1526,20029,20161,230.0
1527,42005,42121,345.0
1528,28075,28023,690.0
1529,28075,01063,230.0
1530,13019,13277,115.0
1531,13113,13255,115.0
1532,17091,17197,1173.0
1533,50005,33009,149.5
1534,18161,18047,414.0
1535,21227,21213,69.0
1536,17083,17013,66.7628595569597
1537,17083,17117,66.7628595569597
1538,48037,05091,345.0
1539,09009,36103,169.0
1540,34003,36061,345.0
1541,34039,34017,345.0
1542,25025,25021,460.0
1543,25025,25021,1035.0
1544,25025,25017,920.0
1545,36029,36063,805.0
1546,13211,13297,115.0
1547,45067,45041,368.0
1548,13077,13113,230.0
1549,21073,21211,69.0
1550,36013,36009,230.0
1551,42133,42041,575.0
1552,42079,42069,1213.0
1553,42097,42109,138.0
1554,38045,46013,115.0
1555,42003,42019,414.0
1556,42019,42085,138.0
1557,38059,38015,115.0
1558,21043,21019,69.0
1559,21041,18077,276.0
1560,01017,13145,115.0
1561,37035,37109,626.7628595569597
1562,45003,45075,514.0
1563,13213,13047,345.0
1564,45089,45041,299.0
1565,13151,13063,575.0
1566,13217,13297,460.0
1567,13159,13035,115.0
1568,13049,13299,230.0
1569,13243,13259,115.0
1570,13069,13017,115.0
1571,12075,12001,138.0
1572,13223,13097,181.7628595569597
1573,29055,29065,161.0
1574,29105,29225,161.0
1575,29067,29229,69.0
1576,13271,13309,181.7628595569597
1577,27115,55013,69.0
1578,55095,55013,138.0
1579,55095,55013,69.0
1580,17203,17123,138.0
1581,18067,18053,276.0
1582,25011,25027,460.0
1583,28075,28069,460.0
1584,37153,37125,460.0
1585,34009,34011,368.0
1586,18083,18055,138.0
1587,37117,37065,230.0
1588,21169,21057,161.0
1589,38035,38065,345.0
1590,13053,13259,115.0
1591,21049,21173,276.0
1592,21049,21067,552.0
1593,21081,21117,69.0
1594,42115,42069,69.0
1595,46135,31027,115.0
1596,21183,21027,230.0
1597,21125,21235,69.0
1598,34023,34025,1380.0
1599,20111,20139,115.0
1600,26051,26143,138.0
1601,20071,20075,115.0
1602,20001,20133,138.0
1603,05051,05059,345.0
1604,17123,17155,138.0
1605,17117,17119,138.0
1606,21055,21225,230.0
1607,17179,17113,138.0
1608,42083,42105,115.0
1609,12099,12011,1037.0
1610,18125,18037,299.0
1611,18097,18081,644.0
1612,47101,47181,161.0
1613,13145,13285,115.0
1614,37053,51550,460.0
1615,10005,24047,307.0
1616,13099,13061,115.0
1617,13237,13159,230.0
1618,13287,13017,115.0
1619,13319,13169,115.0
1620,40031,48487,345.0
1621,17197,17043,1380.0
1622,51085,51109,126.97699408284024
1623,51031,51009,391.95398816568047
1624,40139,48195,399.0
1625,27041,27051,115.0
1626,22017,48203,621.0
1627,37069,37127,115.0
1628,55105,55127,345.0
1629,22011,48351,138.0
1630,22017,48365,126.97699408284024
1631,40009,48483,230.0
1632,26163,26161,945.0
1633,51540,51065,230.0
1634,45043,45089,460.0
1635,22081,22061,500.0
1636,22081,48351,500.0
1637,40013,48181,138.0
1638,02170,02020,598.0
1639,02195,02275,115.0
1640,02170,02122,138.0
1641,02020,02122,115.0
1642,02090,02240,138.0
1643,47063,47089,330.0
1644,02090,02290,138.0
1645,02130,02275,115.0
1646,02170,02068,138.0
1647,02290,02068,138.0
1648,18055,18153,66.7628595569597
1649,26041,26103,69.0
1650,21031,21227,69.0
1651,13313,13213,1089.0
1652,55063,55081,69.0
1653,55123,55081,69.0
1654,45083,45021,560.0
1655,55001,55057,276.0
1656,55001,55137,69.0
1657,55135,55137,69.0
1658,55123,55103,138.0
1659,55123,55081,69.0
1660,27045,27055,69.0
1661,01067,01045,230.0
1662,55011,27157,299.0
1663,27049,27037,644.0
1664,27129,27083,690.0
1665,27101,27105,115.0
1666,27139,27037,874.0
1667,27129,27127,184.0
1668,27101,27105,184.0
1669,27101,27117,69.0
1670,27101,27083,66.7628595569597
1671,27151,27121,69.0
1672,27121,27041,69.0
1673,27145,27093,138.0
1674,27171,27145,414.0
1675,27145,27093,184.0
1676,40079,05131,437.0
1677,19097,19061,161.0
1678,36093,36001,744.0
1679,36115,36083,115.0
1680,42133,24025,230.0
1681,42071,24025,230.0
1682,27147,27039,138.0
1683,36065,36093,460.0
1684,36057,36093,115.0
1685,42029,24015,230.0
1686,42029,42133,230.0
1687,42029,42091,828.0
1688,42029,42091,859.0
1689,24005,24013,345.0
1690,46099,46083,837.7398536398
1691,55113,55129,322.0
1692,44007,09015,345.0
1693,27085,27143,69.0
1694,09011,09015,1039.9769940828403
1695,55005,55129,161.0
1696,19195,19033,161.0
1697,09009,09007,460.0
1698,24011,24041,138.0
1699,09007,09011,460.0
1700,24011,24035,138.0
1701,24035,24041,69.0
1702,17161,19163,468.0
1703,36121,36051,230.0
1704,38105,38023,69.0
1705,37037,37183,575.0
1706,24011,24035,138.0
1707,09009,09007,805.0
1708,09007,09003,460.0
1709,09009,09001,1265.0
1710,10003,34033,500.0
1711,05127,05131,138.0
1712,05007,40041,540.9769940828403
1713,55085,55067,115.0
1714,55073,55115,460.0
1715,55105,55045,276.0
1716,55073,55141,184.0
1717,55097,55141,299.0
1718,55073,55019,184.0
1719,55085,55041,115.0
1720,55083,55009,69.0
1721,55057,55081,207.0
1722,55057,55141,138.0
1723,55111,55057,69.0
1724,55111,55021,207.0
1725,05003,22067,115.0
1726,09001,09005,230.0
1727,09009,09005,230.0
1728,09005,09003,115.0
1729,09009,09003,460.0
1730,09009,09005,345.0
1731,24029,24035,69.0
1732,39131,39141,483.0
1733,55077,55137,69.0
1734,28029,28049,230.0
1735,34033,34011,1044.0
1736,25013,09003,115.0
1737,25013,09003,1150.0
1738,40089,40023,759.0
1739,55017,55019,115.0
1740,34015,42045,230.0
1741,34015,34033,399.0
1742,24003,24005,460.0
1743,39165,39057,759.0
1744,24005,24510,460.0
1745,24003,24510,690.0
1746,39143,39173,138.0
1747,39061,21037,345.0
1748,05053,05059,615.0
1749,39135,39113,69.0
1750,26027,26149,207.0
1751,39135,39037,69.0
1752,39037,39109,69.0
1753,39107,39037,69.0
1754,39057,39113,276.0
1755,39165,39027,69.0
1756,39071,39027,69.0
1757,39047,39027,69.0
1758,39047,39057,69.0
1759,39113,39109,411.7628595569597
1760,39153,39081,138.0
1761,36103,09001,115.0
1762,39095,39123,652.0
1763,39043,39093,652.0
1764,39147,39143,276.0
1765,39043,39093,445.0
1766,39005,39093,276.0
1767,39043,39077,238.0
1768,39043,39123,138.0
1769,39095,39173,583.0
1770,39045,39049,207.0
1771,11001,24033,1242.0
1772,29033,29177,69.0
1773,29177,29025,69.0
1774,11001,24033,874.0
1775,11001,51510,230.0
1776,05049,05005,69.0
1777,05101,05009,161.0
1778,05135,05065,138.0
1779,05049,05065,69.0
1780,24033,24009,598.0
1781,24033,51153,500.0
1782,24033,24009,500.0
1783,24033,24017,667.0
1784,24017,24037,529.0
1785,19045,19097,161.0
1786,19045,19163,161.0
1787,17161,17073,69.0
1788,21221,21143,69.0
1789,51015,51820,115.0
1790,51015,51820,230.0
1791,26133,26107,138.0
1792,26101,26085,69.0
1793,26133,26113,69.0
1794,26055,26079,207.0
1795,26133,26085,69.0
1796,26133,26107,69.0
1797,26133,26123,69.0
1798,26055,26019,69.0
1799,26079,26113,69.0
1800,26079,26009,207.0
1801,26079,26009,69.0
1802,26009,26029,238.0
1803,26029,26047,207.0
1804,26005,26081,138.0
1805,26123,26081,138.0
1806,29199,19177,69.0
1807,26015,26077,138.0
1808,26015,26005,138.0
1809,26081,26139,1104.0
1810,26067,26081,138.0
1811,26067,26081,138.0
1812,26117,26067,138.0
1813,26037,26155,138.0
1814,26037,26067,138.0
1815,26065,26155,138.0
1816,26155,26145,276.0
1817,26155,26049,138.0
1818,26145,26049,621.0
1819,26087,26049,138.0
1820,26125,26049,276.0
1821,26125,26049,483.0
1822,26125,26093,307.0
1823,26065,26093,138.0
1824,26093,26161,483.0
1825,26093,26087,690.0
1826,26147,26087,276.0
1827,31039,31021,230.0
1828,26163,26125,825.0
1829,26163,26125,240.0
1830,26163,26161,585.0
1831,26125,26161,240.0
1832,01001,01047,460.0
1833,26115,26163,810.0
1834,26115,26161,465.0
1835,24017,24037,69.0
1836,01023,01025,66.7628595569597
1837,01037,01123,410.97699408284024
1838,26017,26111,483.0
1839,24009,24037,69.0
1840,51153,51061,460.0
1841,26147,26151,985.9769940828403
1842,19061,17085,230.0
1843,02170,02122,460.0
1844,02170,02020,230.0
1845,26111,26145,609.9769940828403
1846,26145,26049,276.0
1847,26111,26145,966.0
1848,26057,26145,345.0
1849,26057,26111,138.0
1850,26057,26111,138.0
1851,26073,26057,138.0
1852,26117,26057,483.0
1853,26073,26111,138.0
1854,36069,36117,169.0
1855,26149,26077,126.97699408284024
1856,26065,26045,752.0
1857,55033,55017,161.0
1858,26037,26067,69.0
1859,26045,26067,69.0
1860,26067,26005,138.0
1861,26077,26025,307.0
1862,26077,26025,276.0
1863,09011,09013,115.0
1864,10005,24047,138.0
1865,19009,19047,161.0
1866,19083,19075,161.0
1867,12127,12117,575.0
1868,19043,19005,69.0
1869,19103,19095,161.0
1870,19115,19139,322.0
1871,19181,19153,391.0
1872,17073,17179,138.0
1873,46011,27081,230.0
1874,17165,17055,138.0
1875,46011,27081,460.0
1876,46011,46099,345.0
1877,46011,46029,460.0
1878,19113,19103,621.0
1879,19045,19103,115.0
1880,18041,18177,69.0
1881,19095,19157,161.0
1882,21111,18043,1242.0
1883,19135,19179,483.0
1884,19049,19153,483.0
1885,46011,46029,115.0
1886,19049,19181,161.0
1887,19181,19121,506.0
1888,19049,19121,506.0
1889,29021,29049,69.0
1890,19049,19073,161.0
1891,29021,29063,69.0
1892,19027,19073,161.0
1893,19073,19077,161.0
1894,19077,19029,161.0
1895,19001,19121,161.0
1896,19001,19077,330.0
1897,19027,19047,138.0
1898,46073,46003,169.0
1899,18103,18067,230.0
1900,18097,18011,138.0
1901,18021,18133,345.0
1902,19111,19057,549.7628595569597
1903,17067,17109,138.0
1904,19127,19169,161.0
1905,19083,19169,161.0
